	ID	Chromosome	Start	End	MidPoint	Subject1.Original	Subject1.Smoothed	Subject1.Status	Another.Original	Another.Smoothed	Another.Status	TheThird.Original	TheThird.Smoothed	TheThird.Status	Afourth.Original	Afourth.Smoothed	Afourth.Status	Fifth.Original	Fifth.Smoothed	Fifth.Status
2082	Hs.326391	9	128762727	128783870	128773298.5	-0.0625	0.042	0	-0.187	0	0	-0.389	0.0575	1	-0.359	0.105	0	0.332	-0.053	0
2083	Hs.135224	9	128791019	128848928	128819973.5	0.2015	0.042	0	0.045	0	0	0.062	0.0575	1	0.119	0.105	0	0.072	-0.053	0
2084	Hs.21701	9	128922959	128932271	128927615	0.3865	0.042	0	0.114	0	0	0.108	0.0575	1	-0.161	0.105	0	0.111	-0.053	0
2085	Hs.400740	9	128953166	128990777	128971971.5	-0.1795	0.042	0	-0.107	0	0	0.115	0.0575	1	-0.293	0.105	0	-0.272	-0.053	0
2086	Hs.126881	9	129345222	129346108	129345665	0.1185	0.042	0	0.06	0	0	1.112	0.0575	1	-0.129	0.105	0	-0.082	-0.053	0
2087	Hs.284250	9	129476436	129479331	129477883.5	0.0475	0.042	0	0.098	0	0	1.125	0.0575	1	0.102	0.105	0	-0.132	-0.053	0
2088	Hs.86172	9	129507473	129564507	129535990	0.0615	0.042	0	0.733	0	0	1	0.0575	1	0.091	0.105	0	-0.053	-0.053	0
2089	Hs.146688	9	129580182	129583097	129581639.5	5e-04	0.042	0	-0.093	0	0	-0.001	0.0575	1	-0.399	0.105	0	-0.072	-0.053	0
2090	Hs.278429	9	129670260	129676380	129673320	0.0015	0.042	0	0.223	0	0	0.135	0.0575	1	-0.053	0.105	0	0.273	-0.053	0
2091	Hs.5452	9	129677302	129723661	129700481.5	0.0725	0.042	0	0.066	0	0	-0.056	0.0575	1	0.158	0.105	0	-0.09	-0.053	0
2092	Hs.442329	9	129895767	129981993	129938880	-0.0895	0.042	0	0.048	0	0	0.127	0.0575	1	-0.181	0.105	0	-0.325	-0.053	0
2093	Hs.301760	9	130014410	130078460	130046435	0.2295	0.042	0	-0.031	0	0	-0.048	0.0575	1	0.18	0.105	0	-0.601	-0.053	0
2094	Hs.160786	9	130349902	130406196	130378049	-0.2175	0.042	0	-0.08	0	0	-0.166	0.0575	1	-0.191	0.105	0	-0.547	-0.053	0
2095	Hs.446504	9	130740006	130792614	130766310	0.0227	0.042	0	-0.0378	0	0	0.0806	0.0575	1	0.4656	0.105	0	0.0714	-0.053	0
2096	Hs.69954	9	130914057	130997000	130955528.5	0.1455	0.042	0	0.226	0	0	0.813	0.0575	1	0.501	0.105	0	0.583	-0.053	0
2097	Hs.4944	9	131001471	131028084	131014777.5	0.0435	0.042	0	0.017	0	0	-0.023	0.0575	1	0.221	0.105	0	0.446	-0.053	0
2098	Hs.143878	9	131163019	131169656	131166337.5	0.3385	0.042	0	0.063	0	0	-0.158	0.0575	1	0.7	0.105	0	0.223	-0.053	0
2099	Hs.412624	9	131381377	131405132	131393254.5	0.2245	0.042	0	0.118	0	0	-0.164	0.0575	1	0.478	0.105	0	0.253	-0.053	0
2100	Hs.209205	9	131415440	131428739	131422089.5	-0.0735	0.042	0	0.187	0	0	-0.09	0.0575	1	-0.163	0.105	0	0.215	-0.053	0
2101	Hs.9597	9	131428746	131436178	131432462	0.3075	0.042	0	0.236	0	0	1.233	0.0575	1	0.522	0.105	0	0.167	-0.053	0
2102	Hs.130969	9	131481710	131614783	131548246.5	-0.301833333333333	0.042	0	0.181333333333333	0	0	-0.07	0.0575	1	0.394666666666667	0.105	0	-0.0703333333333333	-0.053	0
2103	Hs.374262	9	131765052	131770796	131767924	-0.1145	0.042	0	0.161	0	0	-0.3	0.0575	1	0.261	0.105	0	-0.172	-0.053	0
2104	Hs.460317	9	132166436	132254329	132210382.5	-0.0775	0.042	0	-0.192	0	0	-0.381	0.0575	1	0.145	0.105	0	0.094	-0.053	0
2105	Hs.133082	9	132499229	132575342	132537285.5	0.1425	0.042	0	-0.0245	0	0	0.0155	0.0575	1	0.009	0.105	0	0.1795	-0.053	0
2106	Hs.22302	9	132595824	132599894	132597859	-0.0838333333333333	0.042	0	-0.174333333333333	0	0	-0.0473333333333333	0.0575	1	0.094	0.105	0	-0.128333333333333	-0.053	0
2107	Hs.62595	9	132792649	132794971	132793810	0.3025	0.042	0	0.162	0	0	-0.057	0.0575	1	-0.077	0.105	0	0.275	-0.053	0
2108	Hs.69429	9	132796290	132849562	132822926	-0.0415	0.042	0	0.046	0	0	1.44	0.0575	1	0.381	0.105	0	-0.597	-0.053	0
2109	Hs.118539	9	132850485	132896628	132873556.5	-0.279	0.042	0	0.096	0	0	-0.1885	0.0575	1	0.0855	0.105	0	-0.3935	-0.053	0
2110	Hs.106185	9	133002661	133013779	133008220	0.009	0.042	0	0.0495	0	0	-0.0735	0.0575	1	0.1465	0.105	0	0.1695	-0.053	0
2111	Hs.449629	9	133110232	133114182	133112207	0.3495	0.042	0	0.115	0	0	1.498	0.0575	1	0.533	0.105	0	0.555	-0.053	0
2112	Hs.78354	9	133237308	133244526	133240917	0.1505	0.042	0	0.061	0	0	0.385	0.0575	1	0.192	0.105	0	-0.24	-0.053	0
2113	Hs.159448	9	133253033	133256864	133254948.5	-0.3295	0.042	0	0.302	0	0	-0.263	0.0575	1	0.318	0.105	0	-0.129	-0.053	0
2114	Hs.512466	9	133272885	133300591	133286738	-0.2175	0.042	0	0.453	0	0	-0.055	0.0575	1	-0.008	0.105	0	0.31	-0.053	0
2115	Hs.131433	9	133316673	133354059	133335366	-0.2895	0.042	0	-0.409	0	0	-0.118	0.0575	1	-0.042	0.105	0	0.437	-0.053	0
2116	Hs.119285	9	133354662	133365524	133360093	0.0795	0.042	0	0.071	0	0	-0.134	0.0575	1	-0.33	0.105	0	-0.047	-0.053	0
2117	Hs.173134	9	133471751	133472451	133472101	0.1725	0.042	0	0.273	0	0	0.25	0.0575	1	0.354	0.105	0	-0.059	-0.053	0
2118	Hs.198003	9	133558235	133634596	133596415.5	0.1995	0.042	0	0.109	0	0	0.259	0.0575	1	0.661	0.105	0	0.444	-0.053	0
2119	Hs.4248	9	133656569	133886959	133771764	0.044	0.042	0	0.0575	0	0	-0.0215000000000000	0.0575	1	0.263	0.105	0	0.00150000000000000	-0.053	0
2120	Hs.86896	9	133927516	133948266	133937891	0.1075	0.042	0	-0.172	0	0	0.079	0.0575	1	0.375	0.105	0	0.157	-0.053	0
2121	Hs.397638	9	134030763	134053361	134042062	0.2355	0.042	0	0.09	0	0	1.253	0.0575	1	-0.088	0.105	0	0.058	-0.053	0
2122	Hs.20084	9	134535052	134544961	134540006.5	0.1225	0.042	0	0.0825	0	0	-0.2245	0.0575	1	0.0155	0.105	0	-0.0315	-0.053	0
2123	Hs.54517	9	135005345	135008279	135006812	0.239	0.042	0	-0.0275	0	0	-0.125	0.0575	1	0.4195	0.105	0	0.15	-0.053	0
2124	Hs.440898	9	135027376	135035754	135031565	0.0815	0.042	0	0.025	0	0	0.255	0.0575	1	0.057	0.105	0	0.038	-0.053	0
2125	Hs.74376	9	135193115	135238969	135216042	0.331	0.042	0	-0.0155	0	0	0.0305	0.0575	1	0.6275	0.105	0	0.104	-0.053	0
2126	Hs.26163	9	135600471	135606684	135603577.5	-0.2645	0.042	0	0.305	0	0	-0.023	0.0575	1	0.666	0.105	0	-0.075	-0.053	0
2127	Hs.382044	9	135621331	135622030	135621680.5	0.3035	0.042	0	0.873	0	0	0.845	0.0575	1	0.183	0.105	0	0.098	-0.053	0
2128	Hs.380639	9	135927371	136000688	135964029.5	0.05925	0.042	0	-0.02025	0	0	-0.1185	0.0575	1	0.54725	0.105	0	0.18	-0.053	0
2129	Hs.9194	9	136050761	136062697	136056729	0.0365	0.042	0	-0.117	0	0	0.275	0.0575	1	0.272	0.105	0	-0.094	-0.053	0
2130	Hs.144073	9	136331037	136331561	136331299	0.0765	0.042	0	0.042	0	0	0.106	0.0575	1	0.079	0.105	0	-0.212	-0.053	0
2131	Hs.94300	9	136572215	136576065	136574140	-0.3035	0.042	0	0.213	0	0	0.098	0.0575	1	0.035	0.105	0	-0.127	-0.053	0
2132	Hs.75353	9	136586355	136591222	136588788.5	-0.4025	0.042	0	-0.386	0	0	0.004	0.0575	1	-0.34	0.105	0	-0.772	-0.053	0
2133	Hs.25156	9	136598907	136610093	136604500	0.3895	0.042	0	-0.158	0	0	-0.023	0.0575	1	-0.095	0.105	0	-0.169	-0.053	0
2134	Hs.91481	9	136829144	136842966	136836055	-0.1575	0.042	0	-0.086	0	0	-0.216	0.0575	1	-0.141	0.105	0	-0.778	-0.053	0
2135	Hs.209119	9	136843439	136857683	136850561	0.1935	0.042	0	-0.169	0	0	0.481	0.0575	1	0.466	0.105	0	-0.26	-0.053	0
2136	Hs.351871	9	136891173	136894326	136892749.5	0.0675	0.042	0	0.227	0	0	1.356	0.0575	1	0.194	0.105	0	0.023	-0.053	0
2137	Hs.528652	9	136994940	137011476	137003208	0.4435	0.042	0	0.131	0	0	0.25	0.0575	1	0.359	0.105	0	0.518	-0.053	0
2138	Hs.437575	9	137069000	137099510	137084255	-0.0885	0.042	0	0.187	0	0	-0.058	0.0575	1	0.237	0.105	0	-0.097	-0.053	0
2139	Hs.446429	9	137147810	137150347	137149078.5	0.1045	0.042	0	0.397	0	0	0.364	0.0575	1	-0.136	0.105	0	-0.51	-0.053	0
2140	Hs.105547	9	137209759	137214381	137212070	0.2945	0.042	0	0.003	0	0	1.616	0.0575	1	0.032	0.105	0	-0.015	-0.053	0
2141	Hs.522511	9	137222950	137223664	137223307	-0.1145	0.042	0	-0.199	0	0	-0.334	0.0575	1	-0.375	0.105	0	-0.079	-0.053	0
2142	Hs.19322	9	137232597	137240865	137236731	-0.0685	0.042	0	-0.169	0	0	-0.428	0.0575	1	-0.306	0.105	0	0.455	-0.053	0
2143	Hs.37916	9	137284538	137287182	137285860	-0.0665	0.042	0	0.133	0	0	0.099	0.0575	1	0.562	0.105	0	0.211	-0.053	0
2144	Hs.105	9	137308678	137339044	137323861	-0.2775	0.042	0	-0.142	0	0	-0.074	0.0575	1	-0.003	0.105	0	0.337	-0.053	0
2145	Hs.18528	9	137358976	137359553	137359264.5	0.0895	0.042	0	0.37	0	0	0.813	0.0575	1	0.109	0.105	0	0.15	-0.053	0
2146	Hs.433615	9	137411576	137413995	137412785.5	-0.2065	0.042	0	0.1245	0	0	-0.29	0.0575	1	-0.351	0.105	0	-0.3715	-0.053	0
2147	Hs.292570	9	137725192	137729030	137727111	0.0945	0.042	0	-0.195	0	0	-0.194	0.0575	1	-0.139	0.105	0	0.111	-0.053	0
2148	Hs.416692	9	137914352	138039615	137976983.5	-0.1015	0.042	0	-0.163	0	0	0.079	0.0575	1	0.051	0.105	0	0.061	-0.053	0
2149	Hs.433616	9	138317901	138347553	138332727	0.0245	0.042	0	0.264	0	0	1.713	0.0575	1	-0.073	0.105	0	-0.252	-0.053	0
2150	Hs.145894	10	170642	289583	230112.5	0.6015	0.042	0	-0.291	0	0	-0.373	-0.056	0	-0.174	-0.123	-1	-0.289	-0.053	0
2151	Hs.116204	10	311431	725606	518518.5	0.2025	0.042	0	0.165	0	0	-0.007	-0.056	0	-0.195	-0.123	-1	0.218	-0.053	0
2152	Hs.192881	10	845483	921702	883592.5	-0.2365	0.042	0	-0.2345	0	0	-0.302	-0.056	0	-0.558	-0.123	-1	-0.347	-0.053	0
2153	Hs.26010	10	3157526	3161210	3159368	-0.1205	0.042	0	0.271	0	0	-0.0305	-0.056	0	0.1985	-0.123	-1	-0.261	-0.053	0
2154	Hs.177687	10	5228797	5250908	5239852.5	0.2175	0.042	0	-0.022	0	0	-0.151	-0.056	0	-0.366	-0.123	-1	0.112	-0.053	0
2155	Hs.25155	10	5481629	5490414	5486021.5	0.0225	0.042	0	0.008	0	0	-0.5225	-0.056	0	-0.4635	-0.123	-1	-0.005	-0.053	0
2156	Hs.378826	10	5766385	5845707	5806046	-0.2315	0.042	0	-0.286	0	0	-0.002	-0.056	0	-0.365	-0.123	-1	-0.162	-0.053	0
2157	Hs.56845	10	5847190	5858091	5852640.5	0.1815	0.042	0	-0.093	0	0	-0.558	-0.056	0	-0.555	-0.123	-1	0.215	-0.053	0
2158	Hs.12503	10	6059459	6061708	6060583.5	-0.0015	0.042	0	0.14	0	0	-0.272	-0.056	0	-0.065	-0.123	-1	0.152	-0.053	0
2159	Hs.130058	10	6093511	6144278	6118894.5	0.3135	0.042	0	-0.097	0	0	-0.386	-0.056	0	0.178	-0.123	-1	0.458	-0.053	0
2160	Hs.107001	10	6190898	6197861	6194379.5	0.3195	0.042	0	0.092	0	0	-0.188	-0.056	0	-0.091	-0.123	-1	0.196	-0.053	0
2161	Hs.58963	10	6399255	6399956	6399605.5	0.4895	0.042	0	-0.244	0	0	0.045	-0.056	0	-0.251	-0.123	-1	-0.078	-0.053	0
2162	Hs.445917	10	6435154	6435776	6435465	0.3575	0.042	0	0.496	0	0	0.968	-0.056	0	0.158	-0.123	-1	0.047	-0.053	0
2163	Hs.3862	10	12002027	12117902	12059964.5	0.1645	0.042	0	-0.077	0	0	-0.413	-0.056	0	-0.33	-0.123	-1	0.318	-0.053	0
2164	Hs.130065	10	12431591	12911737	12671664	0.8895	0.042	0	-0.062	0	0	0.449	-0.056	0	-0.088	-0.123	-1	0.342	-0.053	0
2165	Hs.107253	10	12978632	13181658	13080145	0.0375	0.042	0	-0.236	0	0	0.47	-0.056	0	-0.077	-0.123	-1	-0.281	-0.053	0
2166	Hs.390162	10	13182178	13219304	13200741	0.1335	0.042	0	-0.251	0	0	-0.438	-0.056	0	-0.275	-0.123	-1	-0.216	-0.053	0
2167	Hs.306456	10	13720651	13726569	13723610	0.1015	0.042	0	-0.109	0	0	0.051	-0.056	0	-0.01	-0.123	-1	0.211	-0.053	0
2168	Hs.171532	10	13725717	14412889	14069303	-0.2095	0.042	0	-0.45	0	0	-0.683	-0.056	0	-0.49	-0.123	-1	0.11	-0.053	0
2169	Hs.311589	10	15195978	15196512	15196245	-0.2195	0.042	0	0.077	0	0	-0.086	-0.056	0	-0.074	-0.123	-1	0.098	-0.053	0
2170	Hs.171025	10	15599093	15801776	15700434.5	-0.0235	0.042	0	0.191	0	0	-0.133	-0.056	0	-0.215	-0.123	-1	0.052	-0.053	0
2171	Hs.397381	10	16518976	16595457	16557216.5	0.1175	0.042	0	0.261	0	0	-0.173	-0.056	0	0.017	-0.123	-1	0.108	-0.053	0
2172	Hs.351342	10	16672620	16899459	16786039.5	-0.102	0.042	0	-0.163	0	0	-0.0235	-0.056	0	-0.1015	-0.123	-1	0.1725	-0.053	0
2173	Hs.441498	10	17726129	17797913	17762021	-0.179	0.042	0	0.1745	0	0	-0.0675	-0.056	0	-0.282	-0.123	-1	-0.1325	-0.053	0
2174	Hs.435786	10	18589703	18870045	18729874	-0.3325	0.042	0	-0.039	0	0	1.006	-0.056	0	-0.449	-0.123	-1	0.042	-0.053	0
2175	Hs.380403	10	22650145	22660194	22655169.5	-0.17825	0.042	0	0.02375	0	0	-0.28525	-0.056	0	0.142	-0.123	-1	-0.07325	-0.053	0
2176	Hs.432453	10	30762871	30790767	30776819	-0.1985	0.042	0	-0.089	0	0	-0.51	-0.056	0	-0.08	-0.123	-1	-0.181	-0.053	0
2177	Hs.389442	10	30940718	30958653	30949685.5	0.3995	0.042	0	0.108	0	0	0.184	-0.056	0	0.681	-0.123	-1	0.2	-0.053	0
2178	Hs.232068	10	31647429	31858133	31752781	0.4355	0.042	0	-0.088	0	0	0.89	-0.056	0	-0.267	-0.123	-1	-0.15	-0.053	0
2179	Hs.511924	10	35934934	35937087	35936010.5	-0.0725	0.042	0	-0.098	0	0	0.036	-0.056	0	0.188	-0.123	-1	0.285	-0.053	0
2180	Hs.149302	10	38073296	38073990	38073643	0.2935	0.042	0	-0.066	0	0	-0.432	-0.056	0	-0.138	-0.123	-1	0.066	-0.053	0
2181	Hs.5856	10	38278798	38282547	38280672.5	-0.1425	0.042	0	0.233	0	0	-0.291	-0.056	0	-0.482	-0.123	-1	0.492	-0.053	0
2182	Hs.434201	10	42405958	42454180	42430069	0.1495	0.042	0	0.494377701782781	0	0	1.676	-0.056	0	0.151	-0.123	-1	0.087	-0.053	0
2183	Hs.350321	10	42892517	42945799	42919158	-0.8145	-0.2795	-1	-0.146	0	0	-0.334	-0.056	0	-0.295	-0.123	-1	-0.656	-0.053	0
2184	Hs.2171	10	48045794	48059172	48052483	-0.0255	-0.2795	-1	0.081	0	0	0.222	-0.056	0	0.222	-0.123	-1	0.385	-0.053	0
2185	Hs.422334	10	51242372	51260738	51251555	-0.7735	-0.2795	-1	0.252	0	0	-0.011	-0.056	0	-0.381	-0.123	-1	-0.731	-0.053	0
2186	Hs.58612	10	52064974	52065675	52065324.5	-0.1755	-0.2795	-1	0.287	0	0	0.172	-0.056	0	-0.044	-0.123	-1	0.654	-0.053	0
2187	Hs.2689	10	52504298	53725280	53114789	-0.1135	-0.2795	-1	-0.263	0	0	-0.364	-0.056	0	-0.525	-0.539	-1	0.142	-0.053	0
2188	Hs.43549	10	59698930	59717612	59708271	-0.4245	-0.2795	-1	-0.056	0	0	1.622	-0.056	0	-0.539	-0.539	-1	-0.544	-0.053	0
2189	Hs.129683	10	59764744	59800515	59782629.5	-0.3215	-0.2795	-1	-0.4035	0	0	-0.085	-0.056	0	-0.4615	-0.539	-1	-0.359	-0.053	0
2190	Hs.75133	10	59815181	59825903	59820542	-0.4115	-0.2795	-1	-0.221	0	0	-0.418	-0.056	0	-0.598	-0.539	-1	-0.2	-0.053	0
2191	Hs.530628	10	59827971	59828499	59828235	-0.8055	-0.2795	-1	-0.075	0	0	-0.153	-0.056	0	-0.726	-0.539	-1	-0.328	-0.053	0
2192	Hs.100261	10	60258964	60261201	60260082.5	-1.1095	-0.2795	-1	-0.482	0	0	-1.026	-0.056	0	-1.223	-0.539	-1	-0.192	-0.053	0
2193	Hs.446360	10	61218527	61336314	61277420.5	0.4155	-0.0915	-1	-0.095	0	0	-0.165	-0.056	0	0.159	-0.539	-1	0.044	-0.053	0
2194	Hs.28137	10	61456064	61456804	61456434	-0.5965	-0.0915	-1	-0.046	0	0	-0.362	-0.056	0	-1.048	-0.539	-1	0.233	-0.053	0
2195	Hs.440478	10	61458164	61819494	61638829	-0.0965	-0.0915	-1	0.0055	0	0	-0.2345	-0.056	0	-0.5685	-0.539	-1	0.2065	-0.053	0
2196	Hs.59773	10	61933520	61934294	61933907	-0.0325	-0.0915	-1	0.292	0	0	-0.001	-0.056	0	-0.163	-0.539	-1	0.219	-0.053	0
2197	Hs.15099	10	62299201	62373995	62336598	-0.3215	-0.0915	-1	0.572	0	0	0.369	-0.056	0	-0.481	-0.539	-1	0.183	-0.053	0
2198	Hs.505084	10	63504667	63506326	63505496.5	-0.429166666666667	-0.0915	-1	-0.171	0	0	-0.103	-0.056	0	-0.440666666666667	-0.539	-1	0.0303333333333333	-0.053	0
2199	Hs.1395	10	64241761	64246121	64243941	-0.0665	-0.0915	-1	-0.134	0	0	-1.141	-0.056	0	-1.254	-0.539	-1	-0.524	-0.053	0
2200	Hs.442675	10	64597125	64698953	64648039	-0.220166666666667	-0.0915	-1	-0.240666666666667	0	0	-0.468666666666667	-0.056	0	-0.957333333333333	-0.539	-1	-0.0603333333333333	-0.053	0
2201	Hs.31176	10	69314432	69348149	69331290.5	-0.5585	-0.0915	-1	0.004	0	0	-0.201	-0.056	0	-0.689	-0.539	-1	-0.18	-0.053	0
2202	Hs.96867	10	69352246	69502860	69427553	-0.1535	-0.0915	-1	-0.077	0	0	0.796	-0.056	0	-0.455	-0.539	-1	0.1295	-0.053	0
2203	Hs.499901	10	69907763	69908577	69908170	-0.0165	-0.0915	-1	-0.017	0	0	0.131	-0.056	0	-0.362	-0.539	-1	0.129	-0.053	0
2204	Hs.279580	10	70418559	70446738	70432648.5	0.0855	-0.0915	-1	0.053	0	0	1.6975	-0.056	0	-0.291	-0.539	-1	-0.197	-0.053	0
2205	Hs.1908	10	70517879	70533917	70525898	-0.256	-0.0915	-1	-0.2325	0	0	-0.5895	-0.056	0	-0.468	-0.539	-1	-0.046	-0.053	0
2206	Hs.114740	10	70553993	70604178	70579085.5	-0.1485	-0.0915	-1	-0.002	0	0	-0.006	-0.056	0	-0.398	-0.539	-1	0.3	-0.053	0
2207	Hs.106469	10	70609998	70638855	70624426.5	-0.5385	-0.0915	-1	0.07	0	0	-0.391	-0.056	0	-0.597	-0.539	-1	0.032	-0.053	0
2208	Hs.118625	10	70699766	70831641	70765703.5	-0.0481666666666667	-0.0915	-1	-0.177	0	0	-0.147333333333333	-0.056	0	-0.269666666666667	-0.123	-1	-0.0183333333333333	-0.053	0
2209	Hs.421107	10	71062947	71063358	71063152.5	0.2575	-0.0915	-1	0.134	0	0	0.274	-0.056	0	-0.172	-0.123	-1	0.492	-0.053	0
2210	Hs.15386	10	71567744	71576438	71572091	-0.3085	-0.0915	-1	-0.045	0	0	-0.257	-0.056	0	-0.124	-0.123	-1	-0.057	-0.053	0
2211	Hs.380830	10	71633350	71640012	71636681	0.0845	-0.0915	-1	0.128	0	0	0.685695195417215	-0.056	0	-0.54	-0.123	-1	0.073	-0.053	0
2212	Hs.381002	10	71677090	71677633	71677361.5	-0.0445	-0.0915	-1	0.185	0	0	-0.276	-0.056	0	-0.509	-0.123	-1	-0.015	-0.053	0
2213	Hs.278712	10	71852578	71855766	71854172	-0.3985	-0.0915	-1	-0.02	0	0	-0.482	-0.056	0	-0.473	-0.123	-1	0.287	-0.053	0
2214	Hs.370414	10	71862076	71871429	71866752.5	0.1785	-0.0915	-1	0.033	0	0	-0.27	-0.056	0	-0.365	-0.123	-1	0.142	-0.053	0
2215	Hs.2200	10	72027109	72032520	72029814.5	-0.2855	-0.0915	-1	0.2	0	0	-0.072	-0.056	0	-0.091	-0.123	-1	0.042	-0.053	0
2216	Hs.3192	10	72313272	72313617	72313444.5	-0.0525	-0.0915	-1	-0.17	0	0	-0.295	-0.056	0	-0.52	-0.123	-1	-0.497	-0.053	0
2217	Hs.13350	10	72642354	72729722	72686038	-0.4855	-0.0915	-1	-0.068	0	0	-0.211	-0.056	0	-0.207	-0.123	-1	-0.062	-0.053	0
2218	Hs.438419	10	72752518	72793148	72772833	0.1315	-0.0915	-1	0.057	0	0	0.215	-0.056	0	-0.024	-0.123	-1	0.411	-0.053	0
2219	Hs.132569	10	73177321	73203261	73190291	0.0745	-0.0915	-1	0.04	0	0	0.43	-0.056	0	-0.057	-0.123	-1	-0.058	-0.053	0
2220	Hs.406455	10	73246060	73281002	73263531	0.1115	-0.0915	-1	0.273	0	0	-0.332	-0.056	0	0.002	-0.123	-1	0.036	-0.053	0
2221	Hs.436193	10	73488798	73518773	73503785.5	0.4855	-0.0915	-1	0.082	0	0	-0.132	-0.056	0	0.117	-0.123	-1	0.727	-0.053	0
2222	Hs.112694	10	73526285	73645479	73585882	0.1615	-0.0915	-1	-0.149	0	0	2.073	-0.056	0	-0.204	-0.123	-1	-0.086	-0.053	0
2223	Hs.426296	10	73652855	73663590	73658222.5	-0.1155	-0.0915	-1	-0.076	0	0	0.652	-0.056	0	-0.496	-0.123	-1	0.458	-0.053	0
2224	Hs.7960	10	73764270	73767618	73765944	-0.2445	-0.0915	-1	0.125	0	0	-0.402	-0.056	0	-0.694591090505456	-0.123	-1	-0.004	-0.053	0
2225	Hs.61628	10	73797103	74055867	73926485	-0.0065	-0.0915	-1	-0.152	0	0	-0.2925	-0.056	0	0.101	-0.123	-1	-0.243	-0.053	0
2226	Hs.128021	10	74142452	74142754	74142603	0.3795	-0.0915	-1	0.06	0	0	0.169	-0.056	0	-0.015	-0.123	-1	0.247	-0.053	0
2227	Hs.8366	10	74323344	74362793	74343068.5	-0.2125	-0.0915	-1	0.314	0	0	-0.401	-0.056	0	-0.067	-0.123	-1	-0.057	-0.053	0
2228	Hs.76768	10	74437367	74446051	74441709	-0.7055	-0.0915	-1	-0.011	0	0	-0.723	-0.056	0	-0.608	-0.123	-1	-0.625	-0.053	0
2229	Hs.436086	10	74540222	74561587	74550904.5	-0.1775	-0.0915	-1	0.0475	0	0	-0.0455	-0.056	0	-0.1665	-0.123	-1	0.091	-0.053	0
2230	Hs.180312	10	74678606	74682388	74680497	-0.0605	-0.0915	-1	-0.052	0	0	0.831	-0.056	0	-0.048	-0.123	-1	0.413	-0.053	0
2231	Hs.386741	10	74805209	74843814	74824511.5	-0.1675	-0.0915	-1	-0.012	0	0	-0.173	-0.056	0	-0.046	-0.123	-1	0.204	-0.053	0
2232	Hs.88689	10	74862134	74862736	74862435	-0.2405	-0.0915	-1	-0.048	0	0	-0.036	-0.056	0	-0.877	-0.123	-1	-0.231	-0.053	0
2233	Hs.187543	10	74866568	74925765	74896166.5	-0.2995	-0.0915	-1	-0.179	0	0	-0.208	-0.056	0	-0.454	-0.123	-1	0.529	-0.053	0
2234	Hs.238756	10	75061417	75071521	75066469	-0.1735	-0.0915	-1	-0.066	0	0	-0.238	-0.056	0	-0.319	-0.123	-1	-0.426	-0.053	0
2235	Hs.81964	10	75201231	75201925	75201578	0.3555	-0.0915	-1	0.114	0	0	-0.165	-0.056	0	0.266	-0.123	-1	-0.095	-0.053	0
2236	Hs.181174	10	75211867	75213226	75212546.5	0.1385	-0.0915	-1	0.284	0	0	0.777695195417215	-0.056	0	-0.313	-0.123	-1	0.2	-0.053	0
2237	Hs.77274	10	75340921	75347261	75344091	0.0455	-0.0915	-1	0.015	0	0	-0.002	-0.056	0	-0.267	-0.123	-1	0.212	-0.053	0
2238	Hs.75350	10	75472846	75549924	75511385	-0.3055	-0.0915	-1	0.158	0	0	-0.222	-0.056	0	-0.147	-0.123	-1	0.196	-0.053	0
2239	Hs.160275	10	77748097	77989931	77869014	0.686	-0.0915	-1	0.021	0	0	-0.136	-0.056	0	-0.04475	-0.123	-1	0.539	-0.053	0
2240	Hs.4241	10	78299369	78302328	78300848.5	0.3155	-0.0915	-1	0.018	0	0	-0.127	-0.056	0	0.364	-0.123	-1	0.148	-0.053	0
2241	Hs.354740	10	78314640	79067583	78691111.5	0.21	-0.0915	-1	-0.2065	0	0	0.601	-0.056	0	-0.023	-0.123	-1	0.24	-0.053	0
2242	Hs.500245	10	79220556	79298959	79259757.5	-0.2795	-0.0915	-1	0.286	0	0	-0.016	-0.056	0	-0.428	-0.123	-1	-0.468	-0.053	0
2243	Hs.436896	10	79405874	79459265	79432569.5	-0.0655	-0.0915	-1	-0.244	0	0	0.291	-0.056	0	-0.613	-0.123	-1	-0.07	-0.053	0
2244	Hs.356794	10	79463637	79470480	79467058.5	-0.3005	-0.0915	-1	-0.173	0	0	0.024	-0.056	0	-0.185	-0.123	-1	-0.492	-0.053	0
2245	Hs.55047	10	79958513	80104730	80031621.5	0.1605	-0.0915	-1	-0.245	0	0	0.546	-0.056	0	0.542	-0.123	-1	0.395	-0.053	0
2246	Hs.438767	10	80631344	80746279	80688811.5	0.0735	-0.0915	-1	0.484	0	0	0.114	-0.056	0	0.001	-0.123	-1	0.113	-0.053	0
2247	Hs.381072	10	80777225	80785096	80781160.5	-0.0085	-0.0915	-1	0.1115	0	0	0.2155	-0.056	0	-0.1185	-0.123	-1	0.264	-0.053	0
2248	Hs.28264	10	80812086	80875382	80843734	0.1725	-0.0915	-1	-0.333	0	0	1.95	-0.056	0	0.37	-0.123	-1	0.296	-0.053	0
2249	Hs.464987	10	80985662	80990156	80987909	-0.2675	-0.0915	-1	-0.028	0	0	-0.083	-0.056	0	-0.396	-0.123	-1	0.101	-0.053	0
2250	Hs.458337	10	81044659	81045184	81044921.5	-0.1745	-0.0915	-1	0.108	0	0	0.968	-0.056	0	-0.309	-0.123	-1	-0.111	-0.053	0
